titulo;url;letra;views;composicao;extracted_at
A Carta;https://www.letras.mus.br/djavan/85841/;Não vá levar tudo tão a sérioSentindo que dá, deixa correrSe souber confiar no seu critérioNada a temerNão vá levar tudo tão na boaBrigue para obter o melhorSe errar por amor Deus abençoaSeja vocêNo que sua crença vacilouA flor da dúvida se abriuVou ler a carta que o Biel mandouPra você, lá do BrasilEles me disseram tanta asneira, disseram só besteiraFeito todo mundo dizEles me disseram que a coleira e um prato de raçãoEra tudo o que um cão sempre quisEles me trouxeram a ratoeira com um queijo de primeiraQue me, que me pegou pelo narizMe deram uma gaiola como casa, amarraram minhas asasE disseram para eu ser felizMas como eu posso ser feliz num poleiro?Como eu posso ser feliz sem pular?Mas como eu posso ser feliz num viveiroSe ninguém pode ser feliz sem voar?Ah, segurei o meu pranto para transformar em cantoE para meu espanto minha voz desfez os nósQue me apertavam tantoE já sem a corda no pescoço, sem as grades na janelaE sem o peso das algemas na mãoEu encontrei a chave dessa celaDevorei o meu problema e engoli a soluçãoAh, se todo o mundo pudesse saberComo é fácil viver fora dessa prisãoE descobrisse que a tristeza tem fimE a felicidade pode ser simples como um aperto de mãoEntendeu?É esse o vírus que eu sugiro que você contraiaNa procura pela cura da loucuraQuem tiver cabeça dura vai morrer na praia;323.129;Djavan / Gabriel Contino;2025-09-07 12:33:28
A Escola / No Silêncio da Madrugada;https://www.letras.mus.br/djavan/a-escola-no-silencio-da-madrugada/;Quando a escola desceuPro desfile da avenidaNa alegria de um bandoDe aves em partidaVeio o morro inteiro pra assistirA escola sairNuma esperança marcadaEm cada estrofe cantadaDo samba-enredo que pra mimEra o mais lindoE tinha um refrão assimDo samba-enredo que pra mimEra o mais lindoE tinha um refrão assimLá iá lá iá lá iá lá iáAproveitou o silêncio da madrugadaE sem dizer nada, catouOs seus farrapos do roupeiroPegou todo o dinheiro e arribouFalsamente aproveitouO silêncio da madrugadaComo uma ladraRealmente ela roubouTodos os meus planosTodos esses anosQue em vão meu coração amouAproveitou o silêncio da madrugadaE sem dizer nada, catouOs seus farrapos do roupeiroPegou todo o dinheiro e arribouFalsamente aproveitouO silêncio da madrugadaComo uma ladraRealmente ela roubouTodos os meus planosTodos esses anosQue em vão meu coração amouPegou meu violão seresteiroQue eu custei o ano inteiro pra pagar a prestaçãoMas também pra que que eu quero uma violaSe ela foi embora e levou a inspiraçãoAproveitouAproveitou o silêncio da madrugadaE sem dizer nada, catouOs seus farrapos do roupeiroPegou todo o dinheiro e arribouFalsamente aproveitouO silêncio da madrugadaComo uma ladraRealmente ela roubouTodos os meus planosTodos esses anosQue em vão meu coração amou;321;Mercedes Mariani Ayrão;2025-09-07 12:33:29
A Ilha;https://www.letras.mus.br/djavan/45497/;Um facho de luzQue a tudo seduz por aquiEstrela cadente reluzentementeSem fimE um cheiro de amorEmpestado no ar a me entorpecerQuisera viesse do mar e não de vocêUm raio que inunda de brilhoUma noite perdidaUm estado de coisas tão purasQue movem uma vidaE um verde profundo no olharA me endoidecerQuisera estivesse no mar e não em vocêPorque seu coração é uma ilhaA centenas de milhas daquiPorque seu coração é uma ilhaA centenas de milhas daquiPorque seu coração é uma ilhaA centenas de milhas daquiPorque seu coração é uma ilhaA centenas de milhas daqui;98.378;Djavan;2025-09-07 12:33:29
A Noiva da Cidade;https://www.letras.mus.br/djavan/768320/;Tutu-Marambá não venha mais cáQue a mãe da criança te manda matar''Tutu-Marambá não venha mais cáQue a mãe da criança te manda matar''Ai, como essa moça é descuidadaCom a janela escancaradaQuer dormir impunementeOu será que a moça lá no altoNão escuta o sobressaltoDo coração da genteAi, quanto descuido o dessa moçaQue papai tá lá na roçaE mamãe foi passearE todo marmanjo da cidadeQuer entrarNos versos da cantiga de ninarPra ser um Tutu-MarambáAi, como essa moça é distraídaSabe lá se está vestidaOu se dorme transparenteEla sabe muito bem que quando adormeceEstá roubandoO sono de outra genteAi, quanta maldade a dessa moçaE, que aqui ninguém nos ouçaEla sabe enfeitiçarPois todo malandro da cidadeQuer entrarNos sonhos que ela gosta de sonharE ser um Tutu-MarambáBoi, boi, boi, boi da cara pretaPega essa menina que tem medo de careta'';25.999;Chico Buarque / Francis Hime;2025-09-07 12:33:30
A Rosa (part. Chico Buarque);https://www.letras.mus.br/djavan/176211/;Arrasa o meu projeto de vidaQuerida, estrela do meu caminhoEspinho cravado em minha garganta, gargantaA santa às vezes troca meu nome, e someE some nas altas da madrugada, coitadaTrabalha de plantonista, artistaÉ doida pela portela, ói ela, ói elaVestida de verde e rosa, a rosaA rosa garante que é sempre minhaQuietinha saiu pra comprar cigarroQue sarro, trouxe umas coisas do norteQue sorte, que sorte, voltou toda sorridenteDemente, inventa cada caríciaEgípcia, me encontra e me vira a caraOdara, gravou meu nome naBlusa, abusa, me acusaRevista os bolsos da calçaA falsa limpou a minha carteiraManeira, pagou a nossa despesaBeleza, na hora do bom me deixa, se queixaA gueixa que coisa mais amorosaA rosaAh, Rosa, e o meu projeto de vida?Bandida, cadê minha estrela guiaVadia, me esquece na noite escuraMas juraMe jura que um dia volta pra casaArrasa o meu projeto de vidaQuerida estrela do meu caminhoEspinho cravado em minha garganta, gargantaA santa às vezes me chama de Alberto, AlbertoDecerto sonhou com alguma novelaPenélope, espera por mim bordandoSuando, ficou de cama com febre, que febreA lebre como é que ela é tão fogosaA rosaA rosa jurou seu amor eternoMeu terno ficou na tinturariaUm dia me trouxe uma roupa justaMe gusta, me gusta, cismou de dançar um tangoMeu rango sumiu lá da geladeiraCaseira, seu molho é uma maravilhaQue filha, visita a família em sampaÀs pampa, às pampa, voltou toda descascadaA fada acaba com minha liraA gira esgota minha laringeEsfinge, devora minha pessoaA toa, a toa, que coisa mais amorosaA rosaAh, rosa, e o meu projeto de vida?Bandida, cadê minha estrela guia?Vadia, me esquece na noite escuraMas juraMe jura que um dia volta pra casa;79.648;Chico Buarque;2025-09-07 12:33:30
A Rota do Indivíduo (Ferrugem);https://www.letras.mus.br/djavan/45498/;Mera luz que invade a tarde cinzentaE algumas folhas deitam sobre a estradaO frio é o agasalho que esquentaO coração gelado quando ventaMovendo a água abandonadaRestos de sonhos sobre um novo diaAmores nos vagões, vagões nos trilhosParece que quem parte é a ferroviaQue mesmo não te vendo te vigiaComo mãe, como mãe que dorme olhando os filhosCom os olhos na estradaE no mistério solitário da penugemVê-se a vida correndo, paradaComo se não existisse chegadaNa tarde distante, ferrugem ou nada;84.074;Djavan / Orlando Morais;2025-09-07 12:33:31
Aboio Blues;https://www.letras.mus.br/djavan/aboio-blues/;Eu fui no céu buscar meu paiPra mostrar a escravidãoE a mulher que eu encontreiDisse: Eu sou dona do teu coraçãoBem vindo, meu meninoPra nadar nesse mar que é meuNo entanto, é precisoQue você me tire o véuLancei no ar potente chamaPra livrar sua visãoAmor, não vá vir a delírioMe perder na imensidãoTe entrego meu destinoQuero em ti permanecerSilêncio cristalinoSuavíssimo deverHomem, deite no meu leitoE observe a amplidãoQue vive dentro do teu peitoBem juntinho da solidãoTe juro, doce amadaNunca vi a vida assimAgora eu sei que tudo é nadaCom você dentro de mimTe deixo, oh semente novinhaA brilhar na escuridãoEspelho meu, dei-lhe o que tinhaSomos um na multidão;2.944;André Luis Oliveira;2025-09-07 12:33:31
Açaí;https://www.letras.mus.br/djavan/45499/;Solidão de manhãPoeira tomando assentoRajada de vento, som de assombraçãoCoração sangrando toda palavra sãA paixão, puro afãMístico clã de sereia, castelo de areiaIra de tubarão, ilusãoO Sol brilha por siAçaí, guardiãZum de besouro, um ímãBranca é a tez da manhãAçaí, guardiãZum de besouro, um ímãBranca é a tez da manhã;514.422;Djavan;2025-09-07 12:33:31
Açai (part. Gal Costa);https://www.letras.mus.br/djavan/acai-part-gal-costa/;SolidãoDe manhãPoeira tomando assentoRajada de ventoSom de assombraçãoCoraçãoSangrando toda palavra sãA paixãoPura afãMístico clã de sereiaCastelo de areiaIra de tubarãoIlusãoO Sol brilha por siAçaíGuardiãZum de besouroUm imãBranca é a tez da manhãHttps: //youtu. Be/eRIepmRo5OI;1.424;Djavan;2025-09-07 12:33:31
Acelerou;https://www.letras.mus.br/djavan/45500/;Ando tão perdido em meus pensamentosLonge já se vão os meus dias de pazHoje com a Lua clara brilhandoVejo que o que sinto por ti é maisQuando te vi, aquilo era quase o amorVocê me acelerou, acelerou, me deixou desigualChegou pra mim, me deu um daqueles sinaisDepois desacelerou e eu fiquei muito maisSempre esperarei por ti, chegue quandoSonho em teus braços dormir, descansarVenha e a vida pra você será boaCedo que é pra gente se amar a maisQuando te vi, aquilo era quase o amorVocê me acelerou, acelerou, me deixou desigualChegou pra mim, me deu um daqueles sinaisDepois desacelerou e eu fiquei muito maisQuando te vi, aquilo era quase o amorVocê me acelerou, acelerou, me deixou desigualChegou pra mim, me deu um daqueles sinaisDepois desacelerou e eu fiquei muito maisMuito mais perdido, quase um cara vencidoÀ mercê de amigo ou coisa que o valhaVocê me enlouquece, você bem que mereceInda me aparece de minissaiaSério, o que eu vou fazer, eu te amoNada do que é você em mim se desfazMesmo sem saber o teu sobrenomeCreio que te amar é pra sempre maisQuando te vi, aquilo era quase o amorVocê me acelerou, acelerou, me deixou desigualChegou pra mim, me deu um daqueles sinaisDepois desacelerou e eu fiquei muito maisQuando te vi, aquilo era quase o amorVocê me acelerou, acelerou, me deixou desigualChegou pra mim, me deu um daqueles sinaisDepois desacelerou e eu fiquei muito maisQuando te vi, aquilo era quase o amorVocê me acelerou, acelerou, me deixou desigualChegou pra mim, me deu um daqueles sinaisDepois desacelerou e eu fiquei muito mais;223.085;Djavan;2025-09-07 12:33:31
Acerto de Contas;https://www.letras.mus.br/djavan/acerto-de-contas/;Com você viviDe verdade,Eu digo tarde.Mas seiQue foi sempre muito bom!Só fiz coisas tontas,Nesse acerto de contasQuem pagaÉ o meu coraçãoVocê é tudoO que eu sonheiAgora eu sei,Me faz de novo respirarOutra madrugada já passouE você nem lô,Devastando a cidadeO verde da mata é outra corAo sentir que estouLhe perdendoNada é mais,Não sei maisO que vou dizer,Só quero poder lhe provar,Mostrar pra vocêQue eu mudei!Me deixa voltarCom você viviDe verdade,Eu digo tarde.Mas seiQue foi sempre muito bom!Só fiz coisas tontas,Nesse acerto de contasQuem pagaÉ o meu coraçãoVocê é tudoO que eu sonheiAgora eu sei,Me faz de novo respirarOutra madrugada já passouE você nem lô,Devastando a cidadeO verde da mata é outra corAo sentir que estouLhe perdendoNada é mais,Não sei maisO que vou dizer,Só quero poder lhe provar,Mostrar pra vocêQue eu mudei!Me deixa voltarOutra madrugada já passouE você nem lô,Devastando a cidadeO verde da mata é outra corAo sentir que estouLhe perdendoNada é mais,Não sei maisO que vou dizer,Só quero poder lhe provar,Mostrar pra vocêQue eu mudei!Me deixa voltarNão sei maisO que vou dizer,Só quero poder lhe provar,Mostrar pra vocêQue eu mudei!Me deixa voltarDizer,Quero poder provar,Mudei!;16.441;Djavan;2025-09-07 12:33:31
Adorava Me Ver Como Seu;https://www.letras.mus.br/djavan/1085991/;Será que alguémSaberá dizerVendo de foraComo é viverLonge da mulherQue a gente adoraNão há festa que cheguePra tristeza ceder lugarNão sei se alguémPode mensurarO que perdiDe tanto sonhoQue cultiveiE não viviAdorava me ver como seuSempre adorei mas não deuDas vezes que conteiCom uma viradaNada tenho a dizerSó cabeçadaCanseiTime empatouCom o MadureiraDeus, o que foi que eu fiz?NasciPra ser o amorE ela mela o jogoMe teveE não me quis.;67.509;Djavan;2025-09-07 12:33:31
Água;https://www.letras.mus.br/djavan/81738/;Tudo que se passa aquiNão passa de um naufrágioEu me criei no mar eFoi lá que eu aprendiA nadarPra nadaEu aprendi pra nadaA maré subiu demasiadaE tudo aqui está que é águaQue é águaÁgua pra encherÁgua pra mancharÁgua pra vazar a vidaÁgua pra reterÁgua pra arrasarÁgua na minha comidaÁguaAguaceiroAguadouroÁgua que limpa o couroOu até mata;85.065;Djavan;2025-09-07 12:33:31
Água de Lua;https://www.letras.mus.br/djavan/85843/;Faca de ponta, peixeiraPau na moleira, espingardaCano comprido estampido no arClarão da espada afiadaA morte um dia há de chegarFogo cuspiu, labaredaFlora no mato, veredaPrata boiando nas águas do luarClarão da espada afiadaA morte um dia há de chegarEu me criei no molhadoAreia e pedras do ladoBerço de uma sereia;29.300;Djavan;2025-09-07 12:33:32
Aguenta a Mão, João (part. Adoniran Barbosa);https://www.letras.mus.br/djavan/aguenta-a-mao-joao-part-adoniran-barbosa/;Não reclama, contra o temporalQue derrubou seu barracãoNão reclama, Aguenta a Mão, JoãoCom o Cibide aconteceu coisa piorNão reclama, pois a chuva só levou a sua camaNão reclama, Aguenta a Mão, JoãoQue amanhã tu levanta um barracão muito melhorC'o Cibide, coitado, não te contei?Tinha muita coisa mais no barracãoA enxurrada levou seus tamancos e o lampiãoE um par de meia que era de muita estimaçãoO Cibide tá que tá dando dó na genteAnda por aí com uma mão atrás e outra na frente;472;Adoniran Barbosa;2025-09-07 12:33:32
Alagoas;https://www.letras.mus.br/djavan/85842/;Ô MaceióÉ três mulé prum homem sóÔ MaceióÉ três mulé prum homem sóEu fui batizado na capela do farolMatriz de Santa Rita,MaceióEu fui batizado na capela do farolMatriz de santa Rita,Maceiómas foi beirando estrada abaixo que eu piquei a mulaDisposto a colar grau na escola da naturaSe alguém me perguntarNão tenho nada a dizerPois eu, pra me realizarPreciso morrerMas foi beirando estrada abaixo que eu piquei a mulaDisposto a colar um grau na escola da naturaSe alguém me perguntarNão tenho nada a dizerPois eu, pra me realizar preciso morrerVocê me deu liberdadePra meu destino escolherE quando sentir saudadesPoder chorar por vocêNão vê, minha terra mãeQue estou a me lamentarÉ que eu fui condenado a viver do que cantarA--la, a--la, ala, AlagoasA--la, a--la, ala, AlagoasEu fui batizado na capela do farol......;51.704;Djavan;2025-09-07 12:33:32
Alegre Menina;https://www.letras.mus.br/djavan/45501/;O que fizeste, sultão, de minha alegre meninaPalácio real lhe dei, um trono de pedrariaSapato bordado a ouro, esmeraldas e rubisAmetista para os dedos, vestidos de diamantesEscravas para serví-la, um lugar no meu dosselE a chamei de rainha, e a chamei de rainhaO que fizeste, sultão, de minha alegre meninaSó desejava campina, colher as flores do matoSó desejava um espelho de vidro prá se mirarSó desejava do sol calor para bem viverSó desejava o luar de prata prá repousarSó desejava o amor dos homens prá bem amarSó desejava o amor dos homens prá bem amarNo baile real levei a tu alegre meninaVestida de realeza, com princesas conversouCom doutores praticou, dançou a dança faceiraBebeu o vinho mais caro, mordeu fruta estrangeiraEntrou nos braços do rei, rainha, mas verdadeiraEntrou nos braços do rei, rainha, mas verdadeira;180.181;Jorge Amado / Dori Caymmi;2025-09-07 12:33:32
Além de Amar;https://www.letras.mus.br/djavan/972765/;Quero esquecerÉ como nódoa e não saiNem pra fugirSair já não me distraiComo extinguirAs sobras de uma paixãoRetidas no mais secreto vãoTanto a dizerMas tais palavras não saemDonas de siPra não me verem ruir me traemEu me perdi e não sei como explicarO que foi que eu fiz além de amarOu é desamor ou é intrigaSeja o que forJá nos desuneSe é por amar que a gente brigaBem pode ser ciúmeMas tudo é pouco pra tanto sofrerSem razãoPra convencer meu coração;165.745;Djavan;2025-09-07 12:33:32
Aliás;https://www.letras.mus.br/djavan/45502/;Existem coisas que o amor dizCom aquela coisa a maisDe quem é felizJóias caras produzidas no coraçãoTiaras sem fimGuardo essa luzes pra te servirÉ tanta coisa que o amor fazVem como um rioEm sua calma vorazTimidez, mas sabe voarPra fugir da sombra do não-quererAdemais, quem é que quer sofrer?Você, o sonho, meus pés, o chãoMesmo que bravoO mar vira na cançãoMística rosa, ave rubraMeu Deus do céu, da boca rubiBeijo esperado, me leve a tiÉ um sacrifício dizer um nãoEm seu ofício de obedecer à paixãoSeja como forSempre se faz por prazerTudo o que o amor dizAliás, quem não quer ser feliz?;36.965;Djavan;2025-09-07 12:33:32
Álibi;https://www.letras.mus.br/djavan/45503/;Havia mais que um desejoA força do beijoPor mais que vadiaNão sacia maisMeus olhos lacrimejam teu corpoExposto à mentira do calor da iraNo afã de um desejo que não contraíraNo amor, a tortura está por um trizMas a gente atura e até se mostra felizQuando se tem o álibiDe ter nascido ávidoE convivido inválidoMesmo sem ter havido, havidoQuando se tem o álibiDe ter nascido ávidoE convivido inválidoMesmo sem ter havido, havidoHavia mais que um desejo;115.739;Djavan;2025-09-07 12:33:34
Alívio;https://www.letras.mus.br/djavan/45504/;Aturei andar de bar em barNa contramãoPra seguir a sua direçãoVou na praia e todos são iguaisQueimados ou nãoSempre a procurar sem direçãoAturdido sem sentidoNão sei onde vouToda hora é como agoraÉ viver só pra lhe esperarEu queria tanto descansarO meu coraçãoUma nova má notícia nãoSeja lindo amor bem vindoE cresça o quanto forMe apareça e faça o seu golPra eu respirarE ter alívioE nessa condiçãoVou poder me situarEm seu convívioTão coloridoQuiçá no lado azulPreto, branco, qualquer corMas sempre vivo;41.167;Arthur Maia / Djavan;2025-09-07 12:33:34
Alumbramento;https://www.letras.mus.br/djavan/45505/;Deve ser bem mornaDeve ser maternalSentar num colchãoE sorrir e zangarTapear tua mãoIsso sim, isso nãoDeve ser bem loucaDeve ser animalHálito de gimVai fingir, vai gemerE dizer ai de mimE de repente deve terUm engenho, um poderQue é pro menino fraquejarAlucinar, derreterDeve estar com pressaE partir e deixarCica de cajú no olhar do guriPor aí deve ser...;28.245;Chico Buarque / Djavan;2025-09-07 12:33:34
Alvo Certo (part. A Cor do Som);https://www.letras.mus.br/djavan/alvo-certo-part-a-cor-do-som/;Mais se fala em cantarMais se espalha músicaMais desce do céuO que nos cresceMais a gente dá a mãoMais se toca o coraçãoMais sobe do chãoNossa uniãoFaço o violão, meu bastãoMeu bastão voadorVoa até onde derVoo e vou onde ninguémChegaria a péParece que sempre cresceO sentimento da espécieQuando você apareceE nosso pouso é sempreNo alvo certoMais se fala em cantarMais se espalha músicaMais desce do céuO que nos cresceMais a gente dá a mãoMais se toca o coraçãoMais sobe do chãoNossa uniãoFaço o violão, meu bastãoMeu bastão voadorVoa até onde derVoo e vou onde ninguémChegaria a péParece que sempre cresceO sentimento da espécieQuando você apareceE nosso pouso é sempreNo alvo certoFaço o violão, meu bastãoMeu bastão voadorVoa até onde derVoo e vou onde ninguémChegaria a péParece que sempre cresceO sentimento da espécieQuando você apareceE nosso pouso é sempreNo alvo certo;375;Dadi / André Carvalho;2025-09-07 12:33:34
Amar É Tudo;https://www.letras.mus.br/djavan/11339/;Meu amorEu nem sei te dizer quanta dorMesmo a noite não sabiaO que o amor escondiaMinha vidaQue fazer com minha alma perdidaFoi um raio de ilusãoBem no meu coraçãoE veio com tudoDissabor e tudoVeio com tudoDissabor e tudoEu seiEu não sei viver sem elaAssim, um simples talvez me desesperaNinguém pode querer bem sem ralarNão há nada o que fazerAmar é tudo;210.873;Djavan;2025-09-07 12:33:34
Amazon Farewell;https://www.letras.mus.br/djavan/amazon-farewell/;Across this line you leave us with nothingSo you see there mister it's time to talkI need a room to walkSee there's something wrong with your planStayed where I amAcross this line my people been livingFor a whole lot longer than you walk thereAnd from what we can tell of your customs misterForgive me for sayingYou got a lot to learnBefore you can sayWe got to live your wayAcross this line you leave us with nothingBut I like forget hunger and pain you madeWe don't like that tradeBut aside a map in your handTake a look at this landWhen we are gone the story is overGenerations suddenly swept awayTo make another gardener desert misterForgive me for sayingThere's a lot to learnBefore you can sayWe got to live your wayTxucarramãeKrenacroroKalapaloYawalapiti - iiii - iiiiKamayuráKayabíKuikúruWauràSuyáAwetí - iiii - iiii;3.073;Brock Walsh / Djavan / Mark Vieha;2025-09-07 12:33:34
Amor Algum;https://www.letras.mus.br/djavan/98345/;Lua, que vai pela noiteolha aqui pra mimvira essa minha sortee faz eu ser mais feliztodas as estradas que andeinão me trouxeramjamais amor algumme traz ume eu te apresentareiao céu azulpra que eu não vejanada sem core o sol raiarsem amorpra que eu não vejao tempo passarno desesperoe nada de me apaixonarnão sobrevivereiserei fácil de acharsem coleira, atacandoinsensibilidadetô pronto pra esbanjartoda vez que eu for sairuau! Que delírio, o meuo que eu quero é amarnem que o amornão seja eu;41.868;Djavan;2025-09-07 12:33:34
Amor de Índio;https://www.letras.mus.br/djavan/872608/;Tudo que move é sagradoE remove as montanhasCom todo cuidado, meu amorEnquanto a chama arderTodo dia te ver passarTudo viver a teu ladoCom o arco da promessaNo azul pintado pra durarAbelha fazendo melVale o tempo que não voouA estrela caiu do céuO pedido que se pensouO destino que se cumpriuDe sentir teu calorE ser todoTodo dia é de viverPara ser o que forE ser tudoSim, todo amor é sagradoE o fruto do trabalhoÉ mais que sagrado, meu amorA massa que faz o pãoVale a luz do teu suorLembra que o sono é sagradoE alimenta de horizontesO tempo acordado de viverNo inverno te protegerNo verão sair pra pescarNo outono te conhecerPrimavera poder gostarNo estio me derreterPra na chuva dançarE andar juntoO destino que se cumpriuDe sentir teu calorE ser tudo;46.077;Beto Guedes / Ronaldo Bastos;2025-09-07 12:33:35
Anastácio;https://www.letras.mus.br/djavan/anastacio/;Caiu manso como a florDespetalou, morreuE o morro madrugouLevando um samba seuAbre alas meu senhorQue o samba entrou no céuDeus lhe tenha eternamenteNuma roda de NoelSe saudade fosse chuvaTemporal na despedidaNossa escola era um aguaceiroSoluçando na avenidaCaiuCaiu manso como a florDespetalou, morreuE o morro madrugouLevando um samba seuAnastácio seu meninoSeu moleque quanta dorSeu amor ficou chorandoMas seu povo não calouSe na hora do desfileCada um tem seu papelQue loucura a gente ouvirSeu apito lá do céu;118;César Costa Filho / Walter Queiroz;2025-09-07 12:33:35
Andaluz;https://www.letras.mus.br/djavan/85844/;Estrela minhaLuz do dia abacate e melCheiro de haxiTarde de frioBeija-flor, flores na varanda se transamSombra de luzUi de amor frugal, casa azulBabalaó, olorum, alá, dalai-lamaVigiai governadorPorque o povo, virgem Maria!Sai da janela se quer sonharVem pra camaDeus lhe fez viverPra me querer amorQuase 2. 000Salvaria a arara azulO circo é orfeiVai Lua, é diaDeixa vir os raios de SolTens a noiteLonge de mimSevilha incensa o ar andaluzBabalaô, Olorum, Alá, Dalai-LamaVigiai governadorPorque o povo, virgem Maria!Sai da janela se quer sonharVem pra camaMontes au ginkgoPlein de rameauxViens d'ici soupçonner desOiseauxQui ne volent pasViens tu volerJe voyage partoutMais molloSoit l'image de toutLe point ouSe va bouger, bougerSortes du ginkgoPlein de rameauxIl y a prés d'ici un caracoSi tu le mets, mis-en-scèneSoit le reine de tousComme la mousseQui l'ai rien faitBien fait, bien fait, bien, fait, bien faitGens et ginkoPleins de rameauxC'est JolieComme la poésie de Rimbaud;22.788;Flavia Virginia / Djavan;2025-09-07 12:33:35
Anjo de Vitrô;https://www.letras.mus.br/djavan/anjo-de-vitro/;Noutro lugar amanheceuA várzea florescida ressurgiuPensei sob o excelso mundo e euCéu singular, bruma penderDa márgem escura a luz a devenirSerá seu rosto imaculado a refugirPra abalar com essa graça todaum dia feito pra surpreender avistoum vento rasgar sedento de norte a sulMas era só a chuva que caíaCom suas setas transpassando o diaTecendo a noite azulDada como um anjo de vitrôPura flôr sem pecadoVocê tímida e assustadaE eu aqui deslumbradoMas num dia deliranteEscalou-me vôo iradoDando pinta tipo pronta embarquei encantado;21.041;Djavan;2025-09-07 12:33:35
Ânsia de Viver;https://www.letras.mus.br/djavan/ansia-de-viver/;Se pretender me dominarSou escravoVisando a nada lhe faltarMe endividoE nessa ânsia de viverEu me matoPra me aquecerCom o seu calorSe quer saber por que vocêLogo direi:É um bater descompassadoQue me vemNem é preciso Deus dizerO certo sou euPra conviverCom os lábios seusE na luz que existePara o dia iluminarVê-se um par românticoSe beijar se olhandoNo fundo azulÉ zoom, é zenVocê e euE mais ninguémJá que o amor soberanoPode enxergar no escuroVou estar sempre esperandoVocê me aclamarO seu porto seguro;9.948;Djavan;2025-09-07 12:33:35
